,region,code,full_indicator_name,year,value
2765,East Asia & Pacific,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1979,59.7105
2766,East Asia & Pacific,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1979,49.2461867909948
2767,East Asia & Pacific,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1979,
2768,East Asia & Pacific,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1979,
2769,East Asia & Pacific,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1979,
2770,East Asia & Pacific,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1979,
2771,East Asia & Pacific,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1979,
2772,Euro area,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1979,
2773,Euro area,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1979,5937748435925.27
2774,Euro area,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1979,
2775,Euro area,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1979,27.887390136718803
2776,Euro area,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1979,
2777,Euro area,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1979,
2778,Euro area,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1979,51.44499846551471
2779,Euro area,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1979,
2780,Euro area,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1979,
2781,Euro area,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1979,
2782,Euro area,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1979,
2783,Euro area,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1979,
2784,Europe & Central Asia,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1979,
2785,Europe & Central Asia,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1979,9096131267993.29
2786,Europe & Central Asia,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1979,
2787,Europe & Central Asia,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1979,
2788,Europe & Central Asia,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1979,
2789,Europe & Central Asia,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1979,
2790,Europe & Central Asia,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1979,51.91973321542971
2791,Europe & Central Asia,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1979,
2792,Europe & Central Asia,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1979,
2793,Europe & Central Asia,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1979,
2794,Europe & Central Asia,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1979,
2795,Europe & Central Asia,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1979,
2796,European Union,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1979,
2797,European Union,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1979,7729646462407.58
2798,European Union,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1979,
2799,European Union,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1979,
2800,European Union,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1979,
2801,European Union,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1979,
2802,European Union,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1979,51.3422613784145
2803,European Union,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1979,
2804,European Union,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1979,
2805,European Union,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1979,
2806,European Union,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1979,
2807,European Union,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1979,
2808,Latin America & Caribbean,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1979,
2809,Latin America & Caribbean,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1979,1898279108962.87
2810,Latin America & Caribbean,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1979,
2811,Latin America & Caribbean,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1979,
2812,Latin America & Caribbean,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1979,
2813,Latin America & Caribbean,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1979,78.07055
2814,Latin America & Caribbean,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1979,50.1752803330618
2815,Latin America & Caribbean,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1979,
2816,Latin America & Caribbean,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1979,
2817,Latin America & Caribbean,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1979,
2818,Latin America & Caribbean,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1979,
2819,Latin America & Caribbean,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1979,
2820,Middle East & North Africa,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1979,
2821,Middle East & North Africa,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1979,
2822,Middle East & North Africa,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1979,
2823,Middle East & North Africa,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1979,
2824,Middle East & North Africa,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1979,
2825,Middle East & North Africa,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1979,32.07718
2826,Middle East & North Africa,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1979,49.0544252699162
2827,Middle East & North Africa,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1979,
2828,Middle East & North Africa,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1979,
2829,Middle East & North Africa,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1979,
2830,Middle East & North Africa,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1979,
2831,Middle East & North Africa,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1979,
2832,North America,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1979,
2833,North America,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1979,5928547976559.33
2834,North America,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1979,
2835,North America,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1979,
2836,North America,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1979,
2837,North America,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1979,
2838,North America,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1979,50.8760678652042
2839,North America,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1979,
2840,North America,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1979,
2841,North America,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1979,
2842,North America,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1979,
2843,North America,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1979,
2844,Pacific island small states,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1979,
2845,Pacific island small states,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1979,
2846,Pacific island small states,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1979,
2847,Pacific island small states,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1979,
2848,Pacific island small states,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1979,
2849,Pacific island small states,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1979,
2850,Pacific island small states,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1979,48.9652447338871
2851,Pacific island small states,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1979,
2852,Pacific island small states,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1979,
2853,Pacific island small states,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1979,
2854,Pacific island small states,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1979,
2855,Pacific island small states,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1979,
2856,South Asia,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1979,
2857,South Asia,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1979,313198244928.144
2858,South Asia,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1979,
2859,South Asia,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1979,38.4283790588379
2860,South Asia,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1979,
2861,South Asia,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1979,23.62435
2862,South Asia,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1979,48.283052082847796
2863,South Asia,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1979,
2864,South Asia,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1979,
2865,South Asia,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1979,
2866,South Asia,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1979,
2867,South Asia,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1979,
2868,Sub-Saharan Africa,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1979,
2869,Sub-Saharan Africa,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1979,
2870,Sub-Saharan Africa,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1979,
2871,Sub-Saharan Africa,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1979,
2872,Sub-Saharan Africa,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1979,
2873,Sub-Saharan Africa,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1979,
2874,Sub-Saharan Africa,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1979,50.2725466765831
2875,Sub-Saharan Africa,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1979,
2876,Sub-Saharan Africa,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1979,
2877,Sub-Saharan Africa,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1979,
2878,Sub-Saharan Africa,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1979,
2879,Sub-Saharan Africa,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1979,
2880,Arab World,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1980,
2881,Arab World,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1980,
2882,Arab World,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1980,
2883,Arab World,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1980,
2884,Arab World,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1980,
2885,Arab World,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1980,32.19625
2886,Arab World,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1980,49.21861608268121
2887,Arab World,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1980,
2888,Arab World,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1980,
2889,Arab World,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1980,
2890,Arab World,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1980,
2891,Arab World,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1980,
2892,Caribbean small states,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1980,
2893,Caribbean small states,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1980,
2894,Caribbean small states,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1980,
2895,Caribbean small states,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1980,36.8144302368164
